Role	Rank	Last_word	pos	case	gender	animacy	number	link_name	t	r
пациенс	объект	отца	S	acc	m	anim	sg	dobj	hum:kin	concr
пациенс	объект	пьесу	S	acc	f	inan	sg	nmod	workdram	concr
пациенс	объект	кредиты	S	acc	m	inan	pl	dobj		abstr
пациенс	объект	женщину	S	acc	f	anim	sg	dobj	hum	concr
пациенс	периферия	возмущение	S	acc	n	inan	sg	nmod	psych:emot	abstr
пациенс	контролер согласования	пустоту	S	acc	f	inan	sg	dobj		abstr
пациенс	объект	человечка	S	acc	m	anim	sg	dobj	hum	concr
пациенс	контролер согласования	контейнерами	S	ins	m	inan	pl	nmod	tool	concr
пациенс	периферия	неё	SPRO	acc	f	sg	3p	amod		pers
пациенс	объект	пенсии	S	acc	f	inan	pl	dobj		abstr
пациенс	периферия	меня	SPRO	acc	sg	anim	1p	dobj		pers
пациенс	периферия	удачу	S	acc	f	inan	sg	dobj		abstr
пациенс	периферия	рождении	S	loc	n	inan	sg	nmod	be:appear	abstr
пациенс	периферия	документами	S	ins	m	inan	pl	nmod:agent	doc	concr
пациенс	периферия	футболистом	S	ins	m	anim	sg	nmod:agent	hum	concr
пациенс	периферия	спадом	S	ins	m	inan	sg	dobj		abstr
пациенс	периферия	капустой	S	ins	f	inan	sg	nmod	fruit	concr
пациенс	объект	цели	S	acc	f	inan	pl	dobj	space	concr
пациенс	контролер согласования	друга	S	acc	m	anim	sg	mwe	hum	concr
пациенс	объект	автомобиль	S	acc	m	inan	sg	dobj	tool:transp	concr
пациенс	периферия	сыне	S	loc	m	anim	sg	nmod	hum:kin	concr
пациенс	объект	костры	S	acc	m	inan	pl	dobj	space	concr
пациенс	объект	баранину	S	acc	f	inan	sg	dobj	food stuff famn hum	propn concr
пациенс	объект	психолога	S	acc	m	anim	sg	dobj	hum prof	concr
пациенс	периферия	доставкой	S	ins	f	inan	sg	dobj	move	abstr
пациенс	контролер согласования	лике	S	loc	m	inan	sg	nmod		concr
пациенс	объект	его	SPRO	acc	m	sg	3p	dobj		pers
пациенс	объект	проблемы	S	acc	f	inan	pl	dobj	ment	abstr
пациенс	объект	проблему	S	acc	f	inan	sg	dobj	ment	abstr
пациенс	периферия	холециститом	S	ins	m	inan	sg	nmod	disease	abstr
пациенс	объект	применение	S	acc	n	inan	sg	dobj		abstr
пациенс	объект	надежды	S	acc	f	inan	pl	nsubj	ment hum persn	propn abstr
пациенс	объект	порошок	S	acc	m	inan	sg	conj	stuff	concr
пациенс	объект	шиллинг	S	acc	m	inan	sg	dobj	famn money:banknote hum	propn concr
пациенс	объект	мух	S	acc	f	anim	pl	nmod	animal	concr
пациенс	объект	колени	S	acc	n	inan	pl	dobj		concr
пациенс	объект	отвращение	S	acc	n	inan	sg	conj		abstr
пациенс	объект	одиночество	S	acc	n	inan	sg	dobj		abstr
пациенс	объект	кабинет	S	acc	m	inan	sg	conj	room	concr
пациенс	объект	поэта	S	acc	m	anim	sg	dobj	hum	concr
пациенс	периферия	ввозе	S	loc	m	inan	sg	nmod	move	abstr
пациенс	объект	принцип	S	acc	m	inan	sg	dobj		abstr
пациенс	объект	пассажиров	S	acc	m	anim	pl	nsubj	hum	concr
пациенс	периферия	временем	S	ins	n	inan	sg	nmod	param time	abstr
пациенс	объект	флейту	S	acc	f	inan	sg	dobj	tool:mus	concr
пациенс	объект	пенальти	S	acc	m	inan	0	dobj		abstr
пациенс	объект	уимблдон	S	acc	m	inan	sg	dobj	topon	propn
пациенс	контролер согласования	трюмо	S	ins	n	inan	0	advmod	tool:furn	concr
пациенс	периферия	голове	S	loc	f	inan	sg	nmod		concr
пациенс	объект	аналогию	S	acc	f	inan	sg	nmod		abstr
пациенс	объект	огорчения	S	acc	inan	n	pl	dobj		abstr
пациенс	периферия	исследованиях	S	loc	inan	n	pl	nmod	ment	abstr
пациенс	объект	элементы	S	acc	m	inan	pl	nmod		concr
пациенс	контролер согласования	слове	S	loc	inan	n	sg	nmod	word	abstr concr
пациенс	объект	людей	S	acc	m	anim	pl	dobj	hum	concr
пациенс	объект	своё	SPRO	acc	n	sg	acc	amod		
пациенс	объект	лидию	S	acc	persn	f	anim	dobj	hum persn	propn
пациенс	объект	домок	S	acc	m	inan	sg	dobj		concr
пациенс	объект	разговорчики	S	acc	m	inan	pl	dobj	speech	abstr
пациенс	периферия	любочестии	S	loc	n	inan	sg	nmod		
пациенс	периферия	резервы	S	acc	m	inan	pl	dobj		concr abstr
пациенс	объект	ногу	S	acc	f	inan	sg	dobj		concr
пациенс	объект	домовину	S	acc	f	inan	sg	dobj	stuff	concr
пациенс	объект	схему	S	acc	f	inan	sg	dobj		abstr
пациенс	объект	выборы	S	acc				dobj	action	abstr
пациенс	периферия	сем	SPRO	loc	n	sg	loc	nmod		dem
пациенс	периферия	сознании	S	loc	n	inan	sg	nmod	ment	abstr
пациенс	объект	руку	S	acc	f	inan	sg	dobj		concr
пациенс	периферия	верх	S	acc	m	inan	sg	dobj	space	concr
пациенс	контролер согласования	палубе	S	loc	f	inan	sg	nmod		concr
пациенс	объект	фразу	S	acc	f	inan	sg	dobj	speech text	concr abstr
пациенс	контролер согласования	трупах	S	loc	m	inan	pl	nmod		concr
пациенс	периферия	материей	S	ins	inan	f	sg	dobj		abstr
пациенс	объект	америку	S	acc	inan	f	sg	nmod	topon	propn
пациенс	объект	ресторан	S	acc	m	inan	sg	nmod	org	concr
пациенс	объект	суждения	S	acc	n	inan	pl	dobj		abstr
пациенс	объект	повесть	S	acc	f	inan	sg	dobj	text	concr
пациенс	объект	шутку	S	acc	f	inan	sg	dobj		abstr
пациенс	объект	семена	S	acc	n	inan	pl	dobj	fruit	concr
пациенс	контролер согласования	речь	S	acc	f	inan	sg	nmod	speech	abstr
пациенс	объект	кривляния	S	acc	n	inan	pl	nmod	behav	abstr
пациенс	объект	рассказ	S	acc	m	inan	sg	dobj	text	concr
пациенс	периферия	желании	S	loc	n	inan	sg	nmod	psych:volit	abstr
пациенс	периферия	местами	S	ins	n	inan	pl	nmod	space	concr
пациенс	объект	песнопевицу	S	acc	f	anim	sg	dobj		
пациенс	периферия	запчасти	S	acc	f	inan	pl	nmod	tool	concr
пациенс	периферия	воспалением	S	ins	n	inan	sg	nmod		abstr
пациенс	периферия	сториони	S	loc	f	inan	0	nmod		
пациенс	объект	видеокассеты	S	acc	f	inan	pl	dobj	tool	concr
пациенс	объект	то	SPRO	acc	n	sg	acc	nmod		dem
пациенс	объект	лавочку	S	acc	f	inan	sg	dobj	tool:furn	concr
пациенс	периферия	борьбу	S	acc	f	inan	sg	nmod	inter	abstr
пациенс	периферия	королём	S	ins	m	anim	sg	dobj	hum	concr
пациенс	объект	деятелей	S	acc	m	anim	pl	nmod	hum	concr
пациенс	объект	живцов	S	acc	m	anim	pl	nsubj	animal:fish	concr
пациенс	объект	впечатления	S	acc	n	inan	pl	dobj	perc	abstr
пациенс	периферия	принятие	S	acc	n	inan	sg	dobj		abstr
пациенс	объект	женщину	S	acc	f	anim	sg	dobj	hum	concr
пациенс	периферия	ложке	S	loc	f	inan	sg	nmod	tablesetting tool	concr
пациенс	объект	борьбу	S	acc	f	inan	sg	nmod	inter	abstr
пациенс	контролер согласования	службу	S	acc	f	inan	sg	dobj		abstr
пациенс	объект	ничего	SPRO	acc	n	sg	acc	dobj		neg
пациенс	периферия	борю	S	acc	persn	m	anim	nmod	hum persn	propn
пациенс	периферия	критикой	S	ins	f	inan	sg	nmod		abstr
пациенс	контролер согласования	филиппики	S	acc	f	inan	pl	dobj	speech	abstr
пациенс	объект	сюсюканье	S	acc	n	inan	sg	conj		abstr
пациенс	объект	эпиграф	S	acc	m	inan	sg	nsubj	text	concr
пациенс	объект	зигзаги	S	acc	m	inan	pl	dobj	form	concr
пациенс	периферия	советами	S	ins	m	inan	pl	nmod	speech	abstr
пациенс	периферия	несуразностях	S	loc	f	inan	pl	nmod		abstr
пациенс	объект	крепость	S	acc	f	inan	sg	dobj	constr param	abstr concr
пациенс	контролер согласования	зону	S	acc	f	inan	sg	dobj	space	concr
пациенс	периферия	баржу	S	acc	f	inan	sg	xcomp	tool:transp	concr
пациенс	субъект	всё	SPRO	acc	n	sg	acc	dobj		spec
пациенс	объект	золото	S	acc	n	inan	sg	dobj	stuff	concr
пациенс	объект	инфраструктуру	S	acc	f	inan	sg	dobj		concr abstr
пациенс	периферия	ним	SPRO	ins	m	sg	3p	nmod		pers
пациенс	контролер согласования	головой	S	ins	f	inan	sg	nmod		concr
пациенс	периферия	домик	S	acc	m	inan	sg	dobj	constr:build	concr
пациенс	объект	расположение	S	acc	n	inan	sg	dobj		abstr
пациенс	объект	мальчиков	S	acc	m	anim	pl	dobj	hum	concr
пациенс	объект	уверенность	S	acc	f	inan	sg	dobj	ment	abstr
пациенс	периферия	проверке	S	loc	f	inan	sg	nmod		abstr
пациенс	объект	которого	APRO	acc	anim	m	sg	dobj	ord	rel
пациенс	объект	соль	S	acc	f	inan	sg	dobj	stuff	concr
пациенс	объект	музыку	S	acc	f	inan	sg	dobj		abstr
пациенс	объект	дело	S	acc	n	inan	sg	dobj		abstr
пациенс	объект	прислугу	S	acc	f	inan	sg	dobj	prof hum	concr
пациенс	объект	концерт	S	acc	m	inan	sg	nmod	action	abstr
пациенс	объект	прокуратуру	S	acc	f	inan	sg	nmod	org	concr
пациенс	объект	дни	S	acc	m	inan	pl	nmod	time	abstr
пациенс	периферия	эстонией	S	ins	f	inan	sg	nmod	topon	propn
пациенс	периферия	том	SPRO	loc	n	sg	loc	nmod		dem
пациенс	периферия	экипировкой	S	ins	f	inan	sg	nmod	poss	abstr
пациенс	объект	гон	S	acc	m	inan	sg	dobj	move	abstr
пациенс	объект	мысль	S	acc	f	inan	sg	dobj	ment	abstr
пациенс	периферия	руками	S	ins	f	inan	pl	nmod		concr
пациенс	объект	явления	S	acc	n	inan	pl	dobj		abstr
пациенс	объект	командование	S	acc	n	inan	sg	nmod		abstr
пациенс	контролер согласования	бездарность	S	acc	f	inan	sg	dobj		abstr
пациенс	периферия	импульс	S	acc	m	inan	sg	dobj		abstr
пациенс	объект	все	SPRO	acc				nsubj		
пациенс	объект	стишки	S	acc	m	inan	pl	nsubj	text	concr
пациенс	периферия	чём	SPRO	loc	n	sg	loc	ROOT		rel
пациенс	объект	магазин	S	acc	m	inan	sg	nmod	org	concr
пациенс	объект	россию	S	acc	f	inan	sg	dobj	topon	propn
пациенс	объект	обеспечение	S	acc	n	inan	sg	nmod		abstr
пациенс	объект	достояние	S	acc	n	inan	sg	dobj	poss	abstr
пациенс	периферия	тело	S	acc	n	inan	sg	dobj	thing	concr
пациенс	периферия	аналогиями	S	ins	f	inan	pl	nmod		abstr
пациенс	объект	бремя	S	acc	n	inan	sg	dobj	thing	concr abstr
пациенс	периферия	нить	S	acc	f	inan	sg	dobj	tool	concr
пациенс	периферия	ими	SPRO	ins	pl	3p	ins	nmod:agent		pers
пациенс	периферия	девку	S	acc	f	anim	sg	conj	hum	concr
пациенс	периферия	тем	SPRO	ins	n	sg	ins	ROOT		dem
пациенс	периферия	розами	S	ins	f	inan	pl	nmod	plant persn hum	propn concr
пациенс	объект	половину	S	acc	inan	f	sg	conj	share	abstr concr
пациенс	периферия	нечто	SPRO	acc	n	sg	acc	nmod		indet
пациенс	объект	траву	S	acc	inan	f	sg	dobj	plant	concr
пациенс	периферия	духами	S	ins				dobj	stuff liq	concr
пациенс	объект	взаимоотношения	S	acc				dobj		
пациенс	объект	статью	S	acc	f	inan	sg	dobj	text	concr
пациенс	периферия	юру	S	acc	persn	m	anim	dobj	famn persn hum	propn
пациенс	несобственный	бригады	S	acc	f	inan	pl	dobj	org	concr
пациенс	объект	тебя	SPRO	acc	sg	2p	acc	dobj		pers
пациенс	периферия	пенсионерку	S	acc	f	anim	sg	dobj	hum	concr
пациенс	объект	колено	S	acc	n	inan	sg	nmod		concr
пациенс	периферия	ароматами	S	ins	m	inan	pl	dobj	stuff	concr
пациенс	объект	доску	S	acc	f	inan	sg	nmod		concr
